reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1SL11UKV0FOP9,0615663109,Oahu Couple,"[1, 1]",This is the second in the series. It carries on very well from the ending. This story is more evangelical than the first book. Both are great. Encourage others to give it a go.,5.0,Excellent sequel,1365033600.0,"04 4, 2013"
A296O2Z7UYOI51,031224293X,Vanessa,"[3, 12]",Cube--I think what you mean is this book bashes Castro's Cuba left--not left and right.,3.0,Interesting,1072742400.0,"12 30, 2003"
A1XC1OJEJZ8E2Z,B0026EYUUE,Amazon Customer,"[0, 0]",I love this CD the music is timeless and the songs seem to inspire as if they are words of wisdom from your own mom. I love sitting at the feet of Mom Winans.,5.0,Great,1381795200.0,"10 15, 2013"
A34SNP7HLD3CBP,0345549333,Paul Hoffman,"[0, 0]",Enjoyed this book alot. Hard to believe that it was a true story. Plenty of action and learned a l;ittle about the stock market and how it works.,4.0,Good Read,1400716800.0,"05 22, 2014"
A1TNQ04EWGE8Z8,B00GPGKGGG,James D.,"[0, 0]","Its protectects your phone great ,but it is price to high and it should only cost half as much .Otter box is making more than 70% off of this",5.0,Great cell phone protection,1399075200.0,"05 3, 2014"
A1WFCMS3AOW5HZ,B003GRL7NS,Edwin Mead,"[0, 0]","Price is good,  shipping is fast,  does what it is supposed to,  I am happy with the purchase..  I would recommend this to a friend.",5.0,Does what it says,1403136000.0,"06 19, 2014"
AVO9WBMR404TU,B003HK9BVY,Cecil,"[0, 0]",Ive had several pair of Coyote glasses. The lenses seem to be just as good as my more expensive Maui Jim & Revo. The lenses also dont pop out like those of similar manufacurers. Coyote glass stay on my head better than the others and the frames have proven to be tough.,5.0,My Go To Glasses,1394496000.0,"03 11, 2014"
A1EV5P7R3BNUQM,B0087T1S6G,Jules,"[2, 2]","This was a gift for my 14 year old son.  He's on it all the time, so I take that as a sign he likes it.  The only complaint he had is about the short battery life.  He takes the charger with him so he can recharge during the day and that works for us.",4.0,A gift,1359158400.0,"01 26, 2013"
A24QBTMP45X214,B00E98O7GC,David,"[0, 0]","This could not be easier. I bought two of these; one for my wife and I and one for my parents. Took me 2 minutes to set one up. No password, no network login mess, nothing. You literally have to press two buttons and that's it. I now have full WiFi coverage in my entire house. Worth every penny!",5.0,Works exactly as advertised!,1389312000.0,"01 10, 2014"
A19UTF051PFBF1,B00125UG9W,"growup ""growup""","[0, 0]","This is a wonderful product to use and it's flushable!!!  If you suffer with rectal problems, please use this product.  I got results in less than 3 days.  It's soothing and really, really works!",5.0,growup,1364947200.0,"04 3, 2013"
A3QNQQKJTL76H0,B003A0UDRC,buru buru piggu,"[0, 0]","I got this from a trade-show and gave it to a co-worker. She loves it. It's cute and makes a very satisfying ""bloop"" when popped.Push the ball into his nose and squeeze his belly with both hands to shoot. The gumball-sized projectiles are very light and travel about 10 ft before landing (not 20 as the manufacturer claims). They bounce and roll a few more feet after that. They're fun to shoot at people and don't hurt. Because they are so light and the force dissipates quickly after launching, you don't have to worry about damaging fragile items like TV's, computer monitors, and windows. They do ricochet quite a bit when hitting a hard surface, so keep an eye on where they go! It's very easy for the balls to bounce off things and roll under sofas and desks where they can get lost.My only gripe is that the pig's top-heavy and can't stand on his feet, because I'd love it to stand on my desk at work. He has to be propped up against something. Other than that, I would give this pig 5 stars. The plastic/rubber feels sufficiently durable and thick. Mine is just wearing a white shirt w/ a corporate logo on it.. the one sold on Amazon is much more stylin' with his purple shirt!",4.0,Cute pig shooter. Better if it were able to stand on its feet,1354752000.0,"12 6, 2012"
A33DF1KSNX4SHK,1420106805,Angela Korra'ti,"[0, 1]","Scoundrel, Book 2 of Zoe Archer's Blades of the Rose series, came across my radar with a bang thanks to the Smart Bitches Trashy Books ladies and their current montly book club. As I mentioned in my review of Book 1, Warrior, I was very happy to see a cover with a hero who's not only fully dressed, but who also seemed to come right out of a mold I find most swoonable indeed: the Indiana Jones archetype, ready for adventure.Even more so that with Book 1, Scoundrel delivered this in spades. I enjoyed Scoundrel quite a bit more, in no small part due to the hero. Bennett Day of the Blades of the Rose is an unhesitant rake, cheerfully cutting a swath through the dozens of women willing to go at it with him in the sheets in between his far more serious missions for his compatriots, and sometimes both at once. Little does he know he's about to meet up with London Harcourt, the daughter of an Heir of Albion--and whose husband Bennett in fact once killed. London has no idea whatsoever of the nefarious activities of her father and spouse, and suffice to say, her worldview is blown wide open when she finds out that her father has hauled her off to Greece to make use of her gift with ancient languages. Harcourt's bent on tracking down the same Source Bennett's pursuing, and Bennett and his fellow Blades have no choice but to abduct London, clue her in, and hope like hell that she'll defect to their team and help them.A couple of things kicked Scoundrel up another notch over Book 1 for me. One is the secondary romance playing out between the witch Athena and the boat captain Kallas, which was in some ways almost more fun than the primary romance of London and Bennett--but only almost, because I had great fun with them too. I very much liked that London had refreshingly little angst about Bennett's womanizing ways, which led beautifully into Bennett flooring himself with his obligatory Realization of True Love(TM). The big revelation of said True Love in particular was quite charming; look for the ""monkeys in hats"" lines, here.I also have to give Archer props for actually making me not skim past a sex scene, for once. If an author is going to actually make me read a sex scene, she needs to have either a masterful command of the language and make me swoon on the sheer power of words alone. Or, she needs to say something interesting about the involved characters, and give me something more to go on than just the physical depiction. Archer does the latter in a goddess-play scene that I'll freely admit was, indeed, rather hot for the delightful things it said about London as a character and as a woman.Meanwhile, in the main plot, we've got ourselves a chase through Greece through lovingly described islands and waters. The Heirs are still fairly flat as villains--I still never really get a sense of any of the Heirs as actual people rather than bad guys spouting ""For the Glory of Britain!"" Here, though, London's father is actually genuinely creepy in the final big showdown between them. The Heirs' dark mage, as well, is legitimately creepy in a scene involving torture.All in all not something to take too seriously, but a highly engaging read nonetheless, in no small part because of the charm of London and Bennett. Four stars.",4.0,Good strong Book 2 in a fun series,1289692800.0,"11 14, 2010"
AHMCCYF5BMENP,B002MTSI2O,Karen J Naulty,"[2, 3]","The cookies were fantastic! so good that my dog ate almost all of them. I was so bummed.  I made the easy Italian rolls, they did not look like the package, but they were excellent. I think the trick is to dab your finger tips in evoo and smooth out the top of the rolls. I was disappointed in how they looked, but they had an awesome crust to them like french bread and the inside was so  light and tasty! I will definitely buy the flour again! It is so great to be able to eat cookies that don't taste like cardboard and rolls that are hard as a rock. Thank you to better batter!!",5.0,Excellent cookies and rolls!,1370044800.0,"06 1, 2013"
A31XST46TGF2SY,B0036B6810,Robert Z Nall,"[0, 0]",These jaws are a great size for most of the bowels and other objects that I turn.  They are the jaws that should come with the Nova chuck out of the box.  Everyone that owns a Nova should have a set of these jaws.,5.0,Perfect,1393459200.0,"02 27, 2014"
A31ZOJ4676P9LA,B0073J8BYS,Barry Yamamoto,"[0, 1]",The PlayStation Move essentials pack gave a new meaning to my soccer game. Not only enjoying watching many soccer games on television but to play and manage a team in a video game was very enjoyable. I realized that it made the game more addicting and a litttle bit more easier than the wii.,4.0,poetry in motion,1366329600.0,"04 19, 2013"
A2ROH5UOVY4BYE,B0013AGPBO,K. Lohr,"[0, 0]",one of the greatest stoner rock albums of all time.  Great musicianship.  Really gets me pumped up for a day at the office :),4.0,awesome,1387497600.0,"12 20, 2013"
ACUIZS878P15O,0615694950,MARIOSAN,"[6, 6]","This is a very good book. The text is very easy to understand and each lessons is one page spread, so it is clear what you need to be learning. In the Introduction, the author writes: ""It is important to keep in mind that this is not a comprehensive Greek language course nor is it a 'Greek phrase book.' Rather, it is intended to be a very quick, very simple introduction to a few of the most basic principles of modern Greek for the student, traveler, or explorer."" This is why I give the book 4 not 5 stars. I was really looking for more of a 'phrase book' and not such a rigorous language course, even if it is a short one. There are ""key phrases"" in each lesson, and they are super useful. But the book was a little too ""serious"" for me. If you are looking for a basic introduction to basic grammar, this is the best thing out there that I could find; but it isn't a phrase book.",4.0,BRAVO!!!!,1358726400.0,"01 21, 2013"
